influencer_id,followers,likes,comments,shares,saves,profile_visits,link_clicks,purchase
42,498993,10282,338,250,512,2889,292,1
31,43977,982,48,14,38,110,28,0
97,172506,8074,207,240,228,1687,668,1
45,341972,33329,985,797,813,6273,2149,1
38,72818,2932,132,56,83,800,180,1
49,238761,12069,511,261,429,1471,542,1
14,430028,20984,746,596,547,4477,1474,1
38,170720,11946,481,320,602,2040,813,1
12,283363,13887,209,172,434,1536,470,1
70,134822,3698,46,56,158,1083,392,0
59,246535,10155,132,259,231,2146,374,1
33,404428,32573,1416,698,1786,7462,2864,1
31,330053,24823,638,684,1469,4933,1071,1
16,70638,5060,59,105,104,1293,256,1
32,294929,6994,114,125,204,1172,468,1
61,189307,17856,356,291,1044,4678,487,0
52,279371,17948,564,437,507,2365,699,1
13,297508,16696,241,395,538,2165,491,0
34,126232,6032,167,61,152,1628,640,1
11,341597,33239,540,456,1897,8015,1166,1
5,204813,11185,459,235,513,1849,274,1
11,47568,3374,64,61,175,700,133,0
58,31440,2092,80,56,124,313,48,0
76,399741,16962,265,401,551,4781,1440,1
43,326660,7729,365,174,461,1603,501,1
65,55093,4472,183,113,129,1319,525,1
42,92986,3577,92,78,149,532,195,0
74,117446,8011,119,161,465,1920,547,1
89,351111,19174,454,557,569,3725,1420,1
22,201166,13813,322,366,437,1836,572,1
28,315404,30579,1354,342,1424,7857,3100,1
15,356504,31456,714,690,1119,5676,1814,1
68,117885,2492,57,40,124,405,117,0
31,250776,17118,454,298,728,1929,699,1
34,156863,10250,484,158,509,1194,306,0
78,466164,32305,1495,785,1545,7019,2034,1
98,165074,3773,40,61,105,990,349,1
81,492043,19140,886,383,885,3504,1013,1
23,41392,2928,98,46,76,508,114,0
28,183751,4206,83,58,168,782,249,1
36,231713,21515,1040,547,1209,3160,503,1
21,388381,8479,184,179,483,1020,285,1
66,327191,26572,658,354,543,5958,1321,1
82,317144,18169,726,246,373,3334,999,1
35,108376,5930,133,167,215,912,117,1
60,484344,10977,267,274,635,1927,696,1
35,325051,6590,152,115,380,930,199,1
11,443824,27668,1326,317,1217,5680,1447,1
66,12691,502,12,11,21,63,22,0
29,393628,11740,570,183,661,2138,461,1
22,412036,19385,428,530,797,3351,602,1
25,389287,15453,336,342,539,3108,917,0
36,217991,11427,456,331,456,2080,256,0
46,130890,3287,103,88,119,843,295,1
77,363423,22791,1084,558,1299,3281,633,1
74,414801,37296,860,468,848,7067,1054,1
75,95341,4836,166,96,235,634,238,0
74,332795,9937,158,254,432,1750,349,1
72,212716,14145,438,372,706,2547,317,1
6,305729,6515,284,140,362,1282,484,1
38,60178,2652,26,46,131,344,86,0
23,462044,32064,1541,519,1385,9321,2751,1
72,419989,24951,615,484,1298,4794,569,0
95,289307,27183,894,309,1144,5848,960,1
99,320302,20420,596,581,996,2497,382,1
43,157963,10048,323,227,377,2371,314,0
31,410219,28917,655,382,1051,6717,1948,1
83,181974,15485,171,294,779,3239,956,1
42,245984,15298,351,313,375,1927,593,0
79,220090,5715,149,57,231,792,285,1
15,378413,12273,485,348,266,2198,877,1
97,498869,16525,311,216,530,4046,604,1
86,409655,25986,952,684,908,7009,1043,1
70,138086,6787,171,177,313,1271,375,1
99,133236,9347,333,238,337,2285,697,0
80,14705,943,32,28,26,192,39,0
57,400051,9524,313,159,259,1569,180,1
31,465372,39641,1067,1112,1559,8514,2107,1
36,496986,27839,532,479,581,8094,1819,1
65,225113,19131,849,465,1073,2552,619,1
59,111680,9926,184,134,299,2762,1055,1
40,442466,30278,1049,405,1436,5767,1471,1
67,73345,6368,221,159,260,1424,310,0
15,159229,11849,413,284,609,2399,825,1
34,276969,22216,374,590,934,6595,2081,1
61,408274,35569,1393,618,1641,7660,1055,1
35,125327,4466,71,49,245,704,131,0
3,37132,1361,46,33,47,295,73,0
15,478647,40261,1447,663,2297,7692,1382,1
96,120663,10579,256,155,476,3007,466,1
62,23456,1969,59,34,94,551,108,0
81,491532,17042,700,238,881,3167,1262,1
68,69046,1797,78,33,36,494,179,1
70,273266,13614,541,269,356,2022,792,1
51,39024,2272,90,52,85,388,126,0
77,367161,27312,904,474,770,6611,842,0
39,130934,3982,56,72,233,717,149,1
26,128498,6304,136,138,167,1322,472,1
52,231351,22565,862,377,584,2903,436,1
41,371709,23514,893,624,1214,6502,2536,1
97,438410,34136,437,806,1620,9598,2033,1
49,279770,13027,162,266,686,1840,475,1
98,49935,2711,35,33,138,307,114,0
96,58821,4816,215,68,211,571,91,0
67,79745,1752,80,20,61,203,67,0
72,392581,24504,1174,387,935,5852,2045,1
97,290840,25059,535,474,814,3851,883,1
49,51647,4392,96,62,205,1028,380,1
66,31082,2949,125,38,104,689,262,0
43,32987,2173,87,33,68,501,181,1
74,111948,9372,412,210,317,2097,577,1
87,346541,30414,511,527,1321,4764,1874,1
45,376132,33923,447,896,1453,3608,1338,1
96,221415,5296,68,146,268,738,211,0
87,307710,17682,811,356,840,5230,893,1
38,242441,8037,171,199,314,1406,296,1
2,383324,26821,417,790,1011,7767,1090,1
79,436967,29737,1442,670,1528,8193,2575,1
15,142104,12556,366,281,290,2504,774,1
35,341876,12948,289,310,375,2904,804,0
3,290183,8313,251,170,179,2204,547,1
11,150485,13380,239,176,381,3010,1033,1
7,381748,34814,1694,397,1352,7299,933,1
44,462295,29071,1059,699,740,7633,2317,1
62,166334,15221,679,285,536,4361,1371,0
3,85312,5864,85,92,344,961,122,1
27,251229,18229,734,251,607,2219,622,1
5,112716,3875,123,103,124,1032,346,1
54,416162,13018,639,283,525,2663,438,1
68,355162,12251,167,184,384,2810,416,0
92,446192,26447,724,564,552,7881,2106,1
44,341880,18791,205,535,383,4050,1573,1
54,96123,1925,24,20,101,514,163,0
76,300900,19011,421,356,430,5493,1569,1
84,283364,20804,222,426,1099,2265,876,1
83,176792,11057,464,215,506,2211,639,1
31,312291,15053,196,377,738,4252,1357,1
84,346161,24388,660,683,1122,4381,547,1
95,7594,224,8,3,13,29,9,0
7,492242,22869,744,618,810,2566,544,1
97,42459,2762,104,71,134,662,256,0
70,114903,3632,78,58,77,389,150,0
20,402294,20232,780,350,588,2435,775,1
17,238689,12926,149,378,582,1687,255,1
35,350906,28753,915,536,1682,5122,1127,1
2,325956,24736,616,484,689,5838,971,1
92,156714,6970,124,107,231,1358,164,0
36,466638,20374,299,368,638,2143,783,1
77,395523,13064,416,295,761,2292,654,1
96,464321,13831,347,176,285,3462,593,1
31,487659,27066,529,412,801,3759,1324,1
99,218609,14311,599,293,338,3099,878,1
15,228136,18629,680,266,673,4754,1835,1
13,290725,13083,248,263,578,1333,445,1
34,23934,824,27,15,27,175,58,0
8,469345,39796,1593,1003,1415,9961,2151,1
47,339850,14745,472,241,545,2926,1044,1
42,339465,13517,356,274,673,1678,279,1
57,110035,4548,92,89,174,849,211,0
72,21385,1480,28,28,41,313,56,0
42,354117,28419,776,595,638,3352,1169,1
35,77981,6524,65,102,282,1429,476,1
60,75656,5903,176,130,330,1064,229,1
69,472390,38562,1721,1114,1796,7573,1557,1
23,324631,25137,469,384,1256,3407,592,1
46,297472,20654,780,295,980,4528,950,1
99,272456,16201,577,220,674,3079,733,1
6,101185,8650,304,210,187,2152,529,1
81,129826,3377,39,44,71,832,145,0
59,219521,6403,278,145,215,791,100,0
28,274275,11359,137,248,293,2855,472,1
7,290151,22547,525,488,485,4487,648,1
49,335881,18462,266,265,808,5452,1279,1
51,285151,17071,214,219,944,3107,883,1
11,16817,858,27,11,30,162,64,0
92,21291,659,8,18,32,107,26,0
5,272361,21942,699,341,1195,6521,1149,1
96,426778,34046,1644,671,1599,9014,2198,1
48,85977,7090,265,134,260,811,82,0
95,74817,3402,105,98,121,384,83,0
73,181339,5582,214,97,326,921,363,1
56,369937,16649,756,340,423,2339,452,1
93,164412,13114,454,360,525,2180,869,1
16,89661,7596,102,134,177,971,98,0
15,414189,35095,1174,796,1430,9263,3372,1
96,345845,11972,404,259,492,2348,297,1
88,243839,17169,351,267,762,3114,723,1
89,190905,9825,373,107,327,2348,792,1
11,200425,19327,894,498,937,2841,824,1
84,126624,7526,284,218,239,1123,315,1
22,328498,8904,263,199,203,1258,252,1
48,157849,9837,248,187,201,2499,280,0
51,474139,33794,1172,712,795,8309,2331,1
73,375178,31033,1279,885,1849,6711,890,1
12,155161,3447,42,39,169,690,145,0
85,421445,29168,1304,386,1670,8442,3052,1
44,309524,18512,625,496,392,3194,1100,1
58,472894,15859,606,205,815,2363,759,1
63,223123,14813,522,257,731,2947,310,1
22,466413,30368,1458,369,647,6729,2588,0
39,488338,28053,1004,592,1272,7708,2496,1
96,87888,6254,176,119,129,843,207,1
38,357548,22100,525,267,1289,5987,739,1
48,184037,18327,404,270,782,4893,771,1
14,349485,32682,432,924,1295,6197,2429,0
79,393760,11879,359,244,482,2540,268,1
31,360060,10527,345,224,497,1232,354,1
58,396072,32424,1239,401,1415,9526,1400,1
40,338019,10092,125,104,556,2642,714,0
59,347192,24768,1114,636,606,4364,1450,1
72,337034,26578,282,733,638,3404,1090,1
30,473089,20401,490,343,674,3031,856,0
60,214545,11771,179,197,477,3183,931,1
44,309512,16400,213,411,591,2765,698,1
54,449451,37840,1331,974,1811,5245,606,0
54,353998,27666,1078,426,1153,8256,2946,1
7,383870,22527,589,392,1015,2304,758,1
83,474259,41410,1352,1060,1643,12021,1889,0
45,272300,23499,503,321,1383,5721,2003,1
50,345132,27412,359,585,1018,2837,484,1
47,412594,16252,342,454,628,2899,919,0
25,298996,20589,468,523,1211,5943,1068,1
81,49327,3271,51,43,153,856,318,0
78,96908,5103,118,53,193,1175,404,1
67,189588,13832,443,214,717,1862,691,0
12,400140,20044,796,383,423,5692,1304,1
57,248349,9316,169,194,332,1999,797,1
56,245455,5901,203,132,325,1332,224,1
71,415076,11292,563,237,542,2047,541,0
96,394849,17132,275,442,385,1992,377,1
5,340947,8041,388,233,250,1980,541,1
73,281196,9131,376,230,471,2596,352,1
28,455757,42481,1742,700,998,9484,1679,1
33,466614,34705,492,952,1411,6143,719,1
94,123903,2686,77,76,96,498,136,0
86,8654,377,7,4,11,89,20,0
96,419026,12225,157,330,623,1867,368,1
50,364510,9075,268,115,479,1598,412,1
1,30775,2231,63,65,123,510,107,0
38,351819,18132,403,328,778,3365,602,1
97,94059,2390,59,66,120,393,149,0
87,152865,6062,62,113,208,1259,426,1
90,327523,17813,283,195,813,2010,643,1
23,409719,30553,1223,416,666,3549,1054,1
95,235394,13734,386,371,663,1463,276,1
11,20050,1275,49,28,64,312,95,1
88,385391,20114,580,489,1107,3106,629,0
74,382918,13140,480,391,695,3273,531,1
7,38488,1679,77,27,40,251,45,1
55,404890,38276,1661,825,1799,8610,2581,1
2,145216,9788,111,192,532,1942,515,1
88,246209,11992,578,358,679,1402,280,0
84,212733,19761,650,387,479,5293,1712,1
67,119183,6326,175,73,352,1732,691,1
85,204439,7403,271,170,414,1970,751,1
14,167632,4207,184,93,148,468,141,0
95,382150,36213,579,666,2044,6149,2031,1
37,160343,15790,402,424,940,4685,1078,1
24,465120,20986,623,294,1016,4349,1606,1
5,105497,6378,255,88,135,1724,243,0
62,409753,23296,984,402,1265,6171,762,1
85,275504,5528,271,100,224,768,217,0
33,213974,16794,327,314,435,1820,216,0
30,155821,4300,100,52,229,856,245,1
88,237463,10811,167,111,408,3044,583,1
53,169727,4826,58,133,231,889,289,0
39,144972,10742,382,314,630,1885,522,1
36,274189,7290,329,206,226,1279,381,1
18,476563,13632,157,193,428,1671,200,0
28,450990,13617,389,180,670,4013,966,1
13,117178,8630,241,240,387,2572,889,1
35,427504,20968,372,362,599,4275,1284,1
72,8816,294,3,4,6,49,7,0
64,245888,6758,175,95,319,1168,168,0
93,133575,11175,551,117,531,1707,204,1
12,84244,4068,202,76,111,1039,392,1
18,23610,1104,13,15,41,321,101,1
2,465478,12992,205,209,657,2093,465,1
89,176614,16805,536,432,778,3408,432,1
21,132310,7032,247,180,333,1647,238,1
98,358289,34469,708,405,1345,9352,2483,1
79,452020,39005,595,1109,1483,6801,1620,1
30,160561,3972,191,51,197,902,140,0
6,327505,17546,634,352,861,3436,639,1
17,83346,4787,88,137,248,531,212,0
90,130468,5084,191,130,150,769,147,0
44,156265,4428,164,113,177,765,175,0
63,424594,34581,633,611,1444,7697,1850,1
9,138018,4079,45,65,211,956,220,1
83,46132,2168,61,51,99,627,81,0
1,363140,26747,797,755,1186,2886,387,1
95,396801,12808,158,276,581,1627,393,1
90,364022,24432,891,561,545,3508,1362,1
53,225121,18226,564,187,901,4491,671,0
28,33015,1869,27,41,65,318,110,0
70,283107,18604,919,405,413,2048,747,1
20,400386,27803,822,815,1612,8251,2969,0
30,233356,20180,773,590,864,2361,659,1
95,207898,14112,352,246,357,4066,1322,1
53,215033,6026,147,70,232,1618,292,0
89,422757,31241,1456,514,1750,6282,1225,1
34,255533,5683,193,147,284,658,253,0
75,30545,2306,102,40,135,352,68,1
9,31627,1354,20,34,77,298,86,0
7,63126,6178,151,139,239,1196,371,0
21,493859,31107,886,426,1002,7925,1871,1
32,251545,15260,547,310,847,4546,612,1
72,111334,4010,171,99,218,573,126,1
46,432612,31890,621,637,1658,6305,2154,1
86,164852,8510,164,143,194,1415,337,0
25,303987,28026,536,387,1142,6572,744,1
95,423606,19689,758,398,520,5491,1031,1
55,103525,4009,127,96,123,1153,345,1
15,467745,42357,1867,852,1677,7300,2907,1
98,112576,8390,397,214,383,1035,219,1
91,54190,4333,174,99,174,563,111,0
47,316509,13366,402,290,604,3251,965,1
81,415422,29630,356,580,910,5220,1077,1
92,6634,258,6,6,12,73,8,0
35,389459,16490,385,345,397,3768,744,1
49,401086,13512,638,278,769,1912,537,1
62,322748,25380,349,735,1059,4093,1260,1
59,167246,9847,162,263,510,1285,268,1
38,200726,11069,254,179,552,2761,704,1
40,111313,9380,276,165,499,1857,322,1
7,89766,6762,158,102,393,1726,580,1
28,286859,23158,786,676,640,6685,1473,1
11,152712,9652,332,289,569,2830,578,0
76,395122,34828,649,700,2042,10079,3075,1
85,240328,18681,648,221,458,2273,721,1
65,234014,11363,363,274,538,2307,552,1
44,83342,3396,134,58,182,562,174,0
63,57810,2743,117,80,105,726,224,0
56,32428,849,32,17,17,127,47,1
62,427727,42149,1781,430,1328,4473,573,1
30,472448,41482,1845,926,2369,8296,3042,1
80,344509,32147,820,645,1065,7476,2979,1
83,453830,9219,226,123,463,1015,270,1
52,241835,19768,369,286,612,4296,1279,1
48,37716,2054,47,56,105,462,93,0
59,418920,28313,1171,707,1213,4599,1488,1
72,182652,15409,660,299,426,1848,596,1
48,438946,13841,656,412,516,3030,1009,1
85,272869,7965,264,189,442,2188,860,1
10,220754,11961,321,180,630,3554,628,1
37,489737,28935,954,808,1599,5351,1215,1
93,52611,4948,77,145,198,946,144,1
14,252368,21780,982,497,1210,4510,826,1
12,233917,21635,251,388,1252,3243,1240,0
45,300766,19577,702,536,999,4424,1746,1
8,221855,5455,84,103,193,1399,207,0
34,423246,22988,482,496,513,2986,966,1
95,444491,37087,509,695,775,6281,1945,1
77,328054,10804,372,252,505,1556,433,0
61,116377,4289,175,58,129,515,92,0
90,301782,27080,827,589,943,6335,1454,1
62,173278,12778,378,327,508,1562,210,0
63,140811,12007,238,223,554,1582,508,1
90,408122,19736,839,392,1179,3777,454,1
46,148141,5931,143,147,235,627,178,0
56,18292,1096,42,15,55,267,99,0
66,140938,10476,144,190,604,1960,775,1
36,399858,26583,798,781,669,7421,2281,1
20,297640,16174,688,287,873,3676,523,1
79,37206,1954,21,55,69,581,190,0
87,175330,7305,144,110,413,1460,439,1
75,162579,7805,178,116,283,1810,301,0
7,247463,14455,193,151,822,3788,1167,1
44,94860,4831,203,85,136,545,67,0
92,173775,13570,506,172,348,3406,1077,1
23,106261,2228,47,22,65,409,55,0
4,94376,2699,47,80,55,544,138,0
62,61889,5916,165,147,271,1151,132,1
44,36712,808,30,13,21,163,40,0
46,124755,6568,173,107,170,662,258,0
52,405704,29978,382,370,1698,6775,2391,1
72,280013,27321,990,554,844,6328,1324,1
8,361750,9919,459,195,354,2887,668,1
46,215674,7162,355,138,256,2033,526,1
46,36171,1404,23,15,78,196,37,0
36,401743,27577,395,637,1570,3646,1017,1
75,342621,14719,355,155,872,3311,828,1
91,439290,28002,635,696,1395,5601,635,1
14,486549,19337,951,513,847,5527,1291,0
83,311535,24308,1130,443,1401,4943,1269,1
58,118944,6026,193,173,275,1004,103,1
15,128836,4359,204,89,211,532,96,1
60,112518,4919,88,61,144,1123,265,1
62,37970,3195,132,33,112,363,122,1
10,445566,17338,489,237,604,3544,411,1
8,263950,22783,475,639,1365,6467,2155,1
15,165644,5832,216,141,346,1214,220,0
39,486161,16615,382,346,445,1735,348,1
47,128141,6959,281,202,413,1283,494,1
32,257903,18419,368,371,463,5052,1047,1
18,495700,18089,898,453,1057,2879,430,1
4,89833,6095,244,147,334,1766,193,0
47,60155,1871,87,53,88,193,50,0
41,499925,49835,2207,561,2896,11089,3773,1
65,234179,13362,212,229,725,1437,208,1
25,456452,15459,244,437,854,1645,535,1
3,472832,46957,551,689,1683,8919,3357,1
34,116902,5015,227,66,136,1074,218,1
44,55382,5111,212,75,302,882,132,0
27,52060,1388,49,37,42,331,72,0
34,451790,31603,772,841,1849,9070,1350,1
14,249372,19528,958,501,844,2055,714,1
32,115295,7528,113,133,176,1713,316,0
73,177076,10548,132,163,496,2608,450,1
5,122456,8706,287,171,468,1992,678,1
85,78230,2584,81,40,73,563,210,1
81,201948,16412,315,259,932,4631,697,1
64,356926,23750,1070,293,869,3665,382,1
37,166754,3856,153,64,188,931,242,0
38,127359,8267,357,83,413,911,350,1
60,455865,20781,923,583,1156,5439,1880,1
31,448915,36597,878,638,1791,7319,1984,1
49,358058,14938,237,236,602,2515,680,1
75,497461,24593,771,453,771,6906,1073,1
12,416217,12680,196,322,687,3258,1141,1
68,404138,38419,516,635,1450,7339,2439,1
7,435468,33447,1518,678,1446,4434,736,1
56,100406,9463,292,130,289,1673,480,1
74,139564,10407,342,307,568,1165,370,1
90,468026,32470,978,878,1569,9023,1664,1
37,313822,30540,759,325,1155,6376,2169,1
49,202983,16769,367,382,786,5024,711,1
69,285684,8805,319,229,328,1867,697,1
98,237548,21678,1009,398,1002,2885,664,1
79,369069,17939,180,467,996,5272,1664,1
31,399592,39936,1341,943,1888,10744,1105,1
61,112385,10295,385,188,354,2548,821,1
47,156882,14748,473,380,421,2489,901,1
35,204613,11977,479,187,344,3416,927,1
11,205839,10295,124,130,301,1914,601,1
71,153028,13528,487,147,509,3138,1234,0
66,179606,12442,567,331,487,1894,267,1
42,190333,12807,374,378,689,2445,813,1
26,63527,1649,39,23,80,326,106,0
55,239573,18885,818,530,809,4734,1541,1
69,368895,23250,478,620,997,3048,493,1
87,157350,14970,547,301,449,3511,1385,1
79,470594,13302,276,284,769,2126,407,1
58,45459,2433,46,32,93,632,118,0
28,377590,21159,373,601,901,5201,1512,0
43,179106,9671,236,166,300,2863,1034,1
14,243092,6875,309,119,294,1925,428,1
98,207672,15798,430,282,942,3514,738,1
99,481402,36839,916,973,1272,6434,2147,1
38,218752,14702,288,314,296,2388,387,1
37,116141,5018,116,50,109,814,135,0
97,381832,26467,1242,315,1061,5061,1128,1
27,282884,27032,454,795,1563,4723,1864,1
88,327878,13538,205,291,436,3159,827,1
57,54229,3692,159,81,164,747,161,0
77,227675,18207,495,348,728,4221,1012,1
70,468330,41739,966,1222,1122,6191,1480,1
95,75160,2552,49,54,81,470,115,0
73,286782,9478,245,110,389,2539,344,1
74,136172,11959,158,354,410,1982,252,1
17,36051,1618,40,26,59,272,82,0
74,277849,15236,154,302,460,1694,632,1
26,79070,6814,113,184,202,1484,453,0
99,369080,20763,682,291,987,2852,761,1
8,144199,8077,331,107,212,1655,461,1
99,46284,1677,74,28,97,191,46,0
41,371708,30372,1065,314,1346,6022,956,0
45,121958,4871,180,60,264,731,152,1
1,409542,23679,1083,559,840,5495,2093,1
68,275796,10695,472,261,556,3086,523,1
7,20930,1086,38,28,36,211,70,0
79,385828,25903,710,750,887,6525,1793,1
27,339726,12315,193,204,531,2715,750,1
75,394257,20808,959,587,1055,5006,673,1
48,64529,4929,65,84,184,749,113,0
83,73517,4372,54,126,221,1076,163,1
79,85221,8402,335,180,453,1100,115,1
5,256917,7510,298,115,339,2128,414,1
3,334514,10181,127,119,379,1671,521,1
24,40925,2555,36,61,88,299,105,0
93,9991,896,41,15,30,193,61,0
40,456702,43946,900,1238,2549,6760,2205,1
82,447346,37484,745,911,1967,6436,967,1
20,369485,36301,1557,679,1505,5659,842,1
66,345879,19105,727,242,838,4963,1383,1
45,300434,18077,558,250,860,5072,756,1
26,360910,15106,528,361,496,3973,1052,1
91,12472,1116,12,16,26,210,77,0
95,52182,2409,56,67,89,621,106,1
81,271380,21912,297,435,1227,6034,688,1
12,256790,8674,340,118,293,2018,493,1
17,371533,10894,418,159,398,1161,163,1
56,255942,23538,933,693,1034,3491,692,1
78,347096,25628,800,453,665,2676,443,1
22,310815,13736,447,171,689,3329,549,1
22,401429,9981,210,299,239,2008,712,1
40,154030,14057,311,323,697,3622,1443,1
95,22660,2076,95,61,105,288,90,0
47,360127,10538,505,176,511,2257,298,1
75,184009,16656,213,265,794,1779,286,1
77,80066,3432,116,100,177,571,138,0
29,215575,9307,230,198,537,2695,326,1
14,180862,12994,191,375,709,1357,454,1
26,414832,29083,443,804,1545,6701,1591,0
8,209298,16433,807,202,612,1847,614,0
42,124123,6548,303,82,364,1168,312,1
49,81086,7733,371,205,213,1289,317,0
54,218943,21499,1061,472,1184,6446,2287,1
35,62203,1655,58,23,40,461,134,0
35,116316,11382,506,117,673,1977,610,1
48,150639,13678,290,312,488,2805,747,1
57,8498,311,10,7,11,91,10,0
47,258442,5919,112,166,247,1108,248,0
77,124937,11086,247,228,285,2937,942,1
92,388871,22749,432,415,1234,5776,996,0
78,433602,27010,842,756,1227,5600,1818,1
60,105351,6585,224,77,213,1220,273,0
91,456775,15790,525,352,392,1586,595,1
36,442271,16915,216,350,1008,4188,830,1
63,351397,14945,158,184,823,3994,753,1
58,338065,32122,1322,710,954,6589,1120,1
8,270080,23414,591,620,780,4402,1253,1
51,224979,14823,449,397,809,3030,1145,1
2,195586,13249,320,255,438,2397,831,1
62,64977,2037,90,24,94,450,108,0
49,178746,14464,572,361,372,1733,621,1
85,319966,21908,540,317,1023,6191,1430,1
95,106354,9305,202,214,201,2064,650,1
92,146798,13703,554,227,549,2423,341,1
22,284157,22792,480,395,1017,4176,1047,1
19,227572,9754,145,245,427,2163,358,1
63,156425,7607,319,129,382,812,215,0
18,375487,15973,441,179,877,3413,735,1
82,397978,24840,529,422,765,5473,2074,1
55,362978,24725,644,341,941,7123,2382,1
43,159342,15136,319,252,379,2557,772,1
58,489980,23070,648,492,1092,2592,624,1
44,496819,24240,339,262,742,3291,970,1
3,357511,28037,727,317,817,7755,2693,1
16,462267,37690,1109,949,1072,10950,3669,1
84,456308,13254,324,307,440,3066,531,1
24,331418,12150,507,351,676,1996,442,1
61,184819,11797,555,244,478,1278,154,1
57,212588,11197,321,301,496,2484,469,1
66,130298,3159,55,48,98,739,122,0
64,36293,1153,34,32,62,338,99,0
95,320592,22385,355,467,793,4219,1084,1
93,135996,3410,167,42,103,948,232,1
33,473117,13847,249,152,519,3618,997,1
10,368754,17520,767,205,951,3446,1210,1
60,185813,15385,295,453,359,1749,487,1
54,283342,14845,163,327,468,2769,682,1
83,299688,16214,624,371,444,2289,401,1
94,188308,18746,676,414,682,3046,1137,0
43,423706,18310,747,231,926,4829,663,0
25,157007,14905,444,222,645,2742,443,1
38,429010,11014,257,114,550,2512,298,0
81,343855,23105,948,595,493,6499,2440,1
7,295577,28455,566,424,781,6965,1434,0
23,270245,13347,213,291,424,3751,871,1
59,54887,2477,95,32,50,543,207,1
36,67977,5018,150,122,265,727,146,0
96,283330,25727,612,449,1399,5224,1361,1
20,281849,21004,281,285,759,4179,1628,0
81,32156,3123,117,55,150,322,46,0
78,368236,18093,543,508,818,3250,442,1
58,465445,31914,1363,378,990,4500,1527,0
17,282927,14241,663,240,690,1710,398,1
27,32020,1642,80,27,89,194,38,0
29,76317,2253,39,60,50,359,36,0
46,370244,18493,338,451,969,2361,580,1
19,41822,3293,103,47,106,965,342,0
65,456221,31891,799,368,1149,6977,1298,1
4,149512,7381,110,133,159,1140,251,1
58,469990,19739,610,398,644,5251,1384,1
92,439355,38491,1897,917,1352,6011,1797,0
67,397758,36008,834,653,2025,9051,3569,1
31,271978,6179,167,133,197,1287,496,1
54,438798,25722,787,257,1148,7703,1445,1
5,246090,16819,468,346,702,2277,753,1
92,317771,30185,317,740,1064,6173,1157,1
86,22021,1726,66,39,95,483,128,0
23,484497,42493,1812,442,1772,11954,1845,1
31,166333,8063,94,125,256,2202,452,1
47,194954,5781,286,153,240,1128,332,1
26,373205,19535,964,266,803,1986,271,1
36,223183,20634,541,292,862,5344,565,1
99,136777,3869,178,59,103,842,128,0
82,403050,19919,745,439,816,5539,559,1
13,376223,12890,596,295,504,3389,797,1
30,265205,13062,203,310,511,2094,503,1
74,348259,8468,377,171,379,1359,530,1
73,113407,11280,510,233,672,2710,440,1
30,89052,4096,128,94,115,1157,342,1
63,402067,12401,195,312,722,2893,646,1
50,409012,40834,1112,1169,1520,11663,2340,1
44,51803,3713,137,44,144,1029,177,1
49,333398,12615,268,234,315,3565,1147,1
51,36391,2735,73,39,101,750,90,0
96,330140,6994,319,122,192,720,87,0
71,151000,7077,83,168,373,1963,519,0
89,465382,35787,1589,1027,1838,8251,1898,1
46,479066,47628,1879,492,1897,10617,3258,1
75,270491,10243,488,245,301,1684,634,1
71,399272,9209,109,144,415,1996,579,1
54,456501,39426,643,414,2339,11509,3099,0
54,370314,22733,581,496,923,6791,1678,1
10,36528,939,12,21,28,217,31,0
86,153427,6530,88,192,233,1829,715,0
7,378814,31180,503,370,1717,3312,1297,1
70,104099,3259,126,69,157,598,71,0
41,165622,3427,35,56,168,770,132,0
82,177832,10991,339,191,274,1946,396,1
79,175947,8802,337,230,250,2467,298,0
8,53966,1265,20,28,45,335,40,0
70,261738,18357,686,229,1060,3087,969,1
99,262046,22980,981,411,1000,3482,1068,1
58,380939,14243,150,218,393,2872,462,1
95,64807,4961,164,147,297,1358,445,1
71,485998,46915,513,973,1347,9926,2381,1
60,100623,9741,312,262,319,1827,440,1
84,57073,3874,128,88,131,632,179,0
80,370495,8658,111,128,179,1290,382,1
9,250445,23303,970,375,1328,3866,470,0
71,296211,16965,621,397,471,2375,572,0
59,201150,16615,204,325,756,3943,463,1
90,105434,2665,41,62,108,352,91,1
73,244519,17461,226,176,454,3222,1097,1
64,216270,11439,221,232,593,3048,1078,1
86,192130,7103,280,205,145,1335,392,1
93,70738,3690,155,45,205,505,56,0
97,485801,29478,825,716,649,5882,1174,1
48,37070,845,22,22,39,87,13,0
1,207345,13879,258,244,601,2452,350,1
9,80969,7217,296,99,188,1223,273,0
78,367547,32861,992,910,1579,7941,2030,1
98,16358,537,16,5,17,153,29,0
41,295250,19172,811,264,1051,4821,1527,1
18,84372,5696,253,123,162,672,208,1
28,238082,5298,139,114,255,1388,393,1
41,199286,19676,909,539,631,4922,1748,1
41,253583,24421,684,307,595,5604,1296,1
87,20454,1717,66,24,81,175,33,0
39,74064,1548,37,30,89,446,68,0
68,449861,21161,699,463,859,2778,1103,1
73,447821,44038,659,768,2522,12126,2646,1
12,195588,15060,736,312,601,2070,600,1
85,94307,2082,66,45,58,294,53,0
37,437973,38393,837,1084,1909,6872,883,1
15,131658,5902,136,81,308,915,182,1
32,249066,13177,397,346,695,3421,445,1
68,391492,9208,336,100,473,2601,639,1
21,144559,12092,491,170,483,3531,717,0
84,188068,11748,572,329,475,3302,730,1
